symbol,start_date,end_date
XLMUSDC,2018-12-01,2020-01-31
XLMUSDT,2018-05-01,
XMRBNB,2019-03-01,2024-02-29
XMRBTC,2017-11-01,2024-02-29
XMRBUSD,2020-02-01,2023-11-30
XMRETH,2017-11-01,2024-02-29
XMRUSDT,2019-03-01,2024-02-29
XNOBTC,2022-01-01,
XNOBUSD,2022-01-01,2023-08-31
XNOETH,2022-01-01,2023-03-31
XNOUSDT,2022-01-01,
XRPAUD,2020-08-01,2023-06-30
XRPBEARBUSD,2020-02-01,2020-03-31
XRPBEARUSDT,2020-02-01,2020-03-31
XRPBIDR,2021-09-01,2023-09-30
XRPBKRW,2020-07-01,2021-01-31
XRPBNB,2018-05-01,
XRPBRL,2020-11-01,
XRPBTC,2017-11-01,
XRPBULLBUSD,2020-02-01,2020-03-31
XRPBULLUSDT,2020-02-01,2020-03-31
XRPBUSD,2019-10-01,2023-12-31
XRPDOWNUSDT,2020-09-01,2023-05-31
XRPETH,2017-11-01,
XRPEUR,2020-01-01,
XRPFDUSD,2023-09-01,
XRPGBP,2020-06-01,2023-12-31
XRPNGN,2020-11-01,2021-02-28
XRPPAX,2018-11-01,2021-06-30
XRPRUB,2019-12-01,2023-11-30
XRPTRY,2019-12-01,
XRPTUSD,2018-12-01,
XRPUPUSDT,2020-09-01,2023-05-31
XRPUSDC,2018-12-01,
XRPUSDT,2018-05-01,
XTZBNB,2019-09-01,2023-05-31
XTZBTC,2019-09-01,
XTZBUSD,2020-02-01,2023-09-30
XTZDOWNUSDT,2020-08-01,2022-01-31
XTZETH,2022-01-01,2023-06-30
XTZTRY,2021-12-01,2024-01-31
XTZUPUSDT,2020-08-01,2022-01-31
XTZUSDT,2019-09-01,
XVGBTC,2017-10-01,2022-06-30
XVGBUSD,2021-04-01,2023-11-30
XVGETH,2017-10-01,
XVGTRY,2023-07-01,
XVGTUSD,2023-07-01,2024-03-31
XVGUSDT,2021-06-01,
XVSBNB,2020-10-01,
XVSBTC,2020-10-01,
XVSBUSD,2020-10-01,2023-11-30
XVSTRY,2023-04-01,
XVSUSDT,2020-10-01,
XZCBNB,2017-11-01,2020-07-31
XZCBTC,2017-11-01,2021-01-31
XZCETH,2017-11-01,2021-01-31
XZCUSDT,2020-04-01,2021-01-31
XZCXRP,2018-12-01,2020-04-30
YFIBNB,2020-08-01,2021-09-30
YFIBTC,2020-08-01,
YFIBUSD,2020-08-01,2023-10-31
YFIDOWNUSDT,2020-10-01,2021-12-31
YFIEUR,2020-12-01,2023-10-31
YFIIBNB,2020-09-01,2022-04-30
YFIIBTC,2020-09-01,2022-12-31
YFIIBUSD,2020-09-01,2022-05-31
YFIIUSDT,2020-09-01,2023-08-31
YFIUPUSDT,2020-10-01,2021-12-31
YFIUSDT,2020-08-01,
YGGBNB,2021-09-01,2023-05-31
YGGBTC,2021-09-01,
YGGBUSD,2021-09-01,2023-11-30
YGGUSDT,2021-09-01,
YOYOBNB,2017-11-01,2020-02-29
YOYOBTC,2017-09-01,2022-03-31
YOYOETH,2017-11-01,2020-02-29
ZECBNB,2019-03-01,2023-06-30
ZECBTC,2017-11-01,
ZECBUSD,2020-02-01,2023-10-31
ZECETH,2017-11-01,
ZECPAX,2019-03-01,2020-03-31
ZECTUSD,2019-03-01,2020-06-30
ZECUSDC,2019-03-01,2022-09-30
ZECUSDT,2019-03-01,
ZENBNB,2018-05-01,2023-01-31
ZENBTC,2018-05-01,
ZENBUSD,2021-06-01,2023-08-31
ZENETH,2018-05-01,
ZENUSDT,2020-07-01,
ZILBIDR,2020-12-01,2023-09-30
ZILBNB,2018-03-01,2023-11-30
ZILBTC,2018-03-01,
ZILBUSD,2020-05-01,2023-10-31
ZILETH,2018-03-01,
ZILEUR,2022-04-01,2022-11-30
ZILTRY,2022-04-01,
ZILUSDT,2019-02-01,
ZRXBNB,2019-02-01,2021-01-31
ZRXBTC,2017-09-01,
ZRXBUSD,2020-07-01,2023-08-31
ZRXETH,2017-09-01,2023-06-30
FORTUSDT,2024-06-01,2016-12-31
